         0            NaN            NaN
         0     127.000000     255.000000
         0     127.000000     255.000000
         0     127.000000     255.000000
         0     127.000000     255.000000
         0            NaN            NaN
         0            NaN            NaN
         0     127.000000     255.000000
         0     127.000000     255.000000
         0     127.000000     255.000000
         0            NaN            NaN
         0            NaN            NaN
         0            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
         0            NaN            NaN
         0            NaN            NaN
         0            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
         0            NaN            NaN
         0            NaN            NaN
         0            NaN            NaN
         0            NaN            NaN
         0            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
      2500            NaN            NaN
      3000            NaN            NaN
      3500            NaN            NaN
      4000            NaN            NaN
         0            NaN            NaN
       500     127.000000     244.000000
         0            NaN            NaN
       500            NaN            NaN
      1000            NaN            NaN
      1500            NaN            NaN
      2000            NaN            NaN
         0      14.000000      -1.000000
         0      14.000000      -1.000000
       500      14.000000      -1.000000
      1000      14.000000      -1.000000
      1500      13.000000      -1.000000
      2000      13.000000      -1.000000
      2500      13.000000      -1.000000
         0     127.000000     255.000000
       500     127.000000     255.000000
      1000     127.000000     255.000000
      1500     127.000000     255.000000
      2000     127.000000     255.000000
      2500     127.000000     255.000000
      3000     127.000000     255.000000
      3500     127.000000     255.000000
      4000     127.000000     255.000000
      4500     127.000000     255.000000
      5000     127.000000     255.000000
      5500     127.000000     255.000000
      6000     127.000000     255.000000
